Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[109]    0.0   10.02    1.56   38600         mod_clm_soilhydrology_infiltration_ [109]
                1.56    0.00  178893/217493      mod_clm_h2osfc_frach2osfc_ [160]
-----------------------------------------------
               11.53    0.00  573000/573000      mod_clm_accflds_updateaccflds_ [100]
[110]    0.0   11.53    0.00  573000         mod_clm_accumul_update_accum_field_sl_ [110]
-----------------------------------------------
                0.29    9.88 5991792/5991792     mod_heatindex_heatindex_ [39]
[111]    0.0    0.29    9.88 5991792         mod_heatindex_initial_find_eqvar_ [111]
                3.06    0.27 5991792/221696300     mod_heatindex_solve1_ [51]
                3.14    0.13 5872446/205655048     mod_heatindex_solve3_ [54]
                2.99    0.15 5991792/215823854     mod_heatindex_solve2_ [56]
                0.04    0.01 5991792/231745760     mod_heatindex_qv_ [157]
                0.02    0.02  119346/10049460     mod_heatindex_solve4_ [149]
                0.02    0.00 6111138/1236701522     mod_heatindex_zs_ [141]
                0.02    0.00 6230484/457619074     mod_heatindex_pvstar_ [170]
                0.01    0.00 5872446/5315354599     mod_heatindex_ra_bar_ [115]
                0.00    0.00  119346/371949366     mod_heatindex_ra_un_ [268]
-----------------------------------------------
                                                 <spontaneous>
[112]    0.0    9.46    0.00                 mod_moloch_pfesat_ [112]
-----------------------------------------------
                9.31    0.00 2989089007/2989089007     mod_heatindex_solve1_ [51]
[113]    0.0    9.31    0.00 2989089007         mod_heatindex_ra_ [113]
-----------------------------------------------
                8.83    0.19  116200/116200      mod_clm_atmlnd_clm_map2gcell_ [65]
[114]    0.0    8.83    0.19  116200         mod_clm_subgridave_p2g_2d_ [114]
                0.19    0.00  116200/7798600     mod_clm_subgridave_build_scale_l2g_ [107]
-----------------------------------------------
                0.01    0.00 5872446/5315354599     mod_heatindex_initial_find_eqvar_ [111]
                0.33    0.00 199782602/5315354599     mod_heatindex_find_eqvar_ [40]
                3.82    0.00 2326865785/5315354599     mod_heatindex_solve3_ [54]
                4.57    0.00 2782833766/5315354599     mod_heatindex_solve2_ [56]
[115]    0.0    8.73    0.00 5315354599         mod_heatindex_ra_bar_ [115]
-----------------------------------------------
                4.18    0.00   38600/77200       mod_clm_hydrology2_hydrology2_ [44]
                4.18    0.00   38600/77200       mod_clm_slakehydrology_slakehydrology_ [128]
[116]    0.0    8.36    0.00   77200         mod_clm_snowhydrology_snowwater_ [116]
-----------------------------------------------
                7.99    0.00   38600/38600       mod_clm_driver_clm_drv_ [18]
[117]    0.0    7.99    0.00   38600         mod_clm_dust_dustemission_ [117]
-----------------------------------------------
                7.30    0.00   38600/38600       mod_clm_hydrology2_hydrology2_ [44]
[118]    0.0    7.30    0.00   38600         mod_clm_soilhydrology_surfacerunoff_ [118]
-----------------------------------------------
                0.01    7.07  119346/119346      mod_heatindex_heatindex_ [39]
[119]    0.0    0.01    7.07  119346         mod_heatindex_solveiii_ [119]
                0.13    6.93 4296454/215704508     mod_heatindex_find_eqvar_ [40]
                0.01    0.00 4296454/457619074     mod_heatindex_pvstar_ [170]
-----------------------------------------------
                0.27    6.73     200/200         mod_regcm_interface_rcm_initialize_ [70]
[120]    0.0    0.27    6.73     200         mod_params_param_ [120]
                0.00    4.41     200/200         mod_lm_interface_init_surface_model_ [136]
                0.01    0.52     200/200         mod_atm_interface_allocate_mod_atm_interface_ [195]
                0.01    0.37 25327265/25327265     mod_zita_md_fmz_ [211]
                0.03    0.32 25327265/25327265     mod_zita_md_zeta_ [215]
                0.00    0.19     200/200         mod_lm_interface_allocate_surface_model_ [242]
                0.01    0.12     200/200         mod_pbl_interface_allocate_pblscheme_ [263]
                0.01    0.10     200/200         mod_rad_interface_allocate_radiation_ [273]
                0.00    0.10     200/200         mod_micro_interface_allocate_micro_ [279]
                0.07    0.00     400/400         mod_mppparam_real8_2d_exchange_left_right_ [298]
                0.07    0.00     200/200         mod_micro_nogtom_init_nogtom_ [299]
                0.00    0.06    1200/1200        mod_atm_interface_allocate_v3dbound_ [312]
                0.04    0.00     200/200         mod_ncio_read_domain_info_ [343]
                0.00    0.04     200/200         mod_moloch_allocate_moloch_ [348]
                0.00    0.03     200/200         mod_split_allocate_mod_split_ [358]
                0.00    0.03     200/200         mod_che_bdyco_allocate_mod_che_bdyco_ [359]
                0.03    0.00     200/200         mod_slice_init_slice_ [382]
                0.01    0.01     200/200         mod_cu_common_init_mod_cumulus_ [385]
                0.02    0.00     400/400         mod_mppparam_real8_2d_exchange_bottom_top_ [393]
                0.02    0.00     200/200         mod_pbl_interface_init_pblscheme_ [421]
                0.02    0.00     200/200         mod_micro_interface_init_micro_ [425]
                0.00    0.01     200/200         mod_tendency_allocate_mod_tend_ [427]
                0.01    0.00     400/24960400     mod_mppparam_real8_3d_exchange_left_right_bottom_top_ [30]
                0.01    0.00     200/200         mod_cu_interface_allocate_cumulus_ [432]
                0.01    0.00     200/200         mod_timer_init_timer_ [433]
                0.01    0.00   20200/20200       mod_zita_md_bk_ [448]
                0.01    0.00     200/200         mod_zita_model_zitah_ [466]
                0.00    0.01     200/200         mod_diffusion_allocate_mod_diffusion_ [503]
                0.01    0.00    1800/2000        mod_mppparam_bcast_arr_logical_ [452]
                0.00    0.01     200/200         mod_bdycod_allocate_mod_bdycon_ [504]
                0.00    0.01     600/600         mod_atm_interface_setup_boundaries_ [505]
                0.00    0.00     200/200         mod_runparams_allocate_mod_runparams_ [523]
                0.00    0.00     400/400         mod_atm_interface_allocate_v2dbound_ [524]
                0.00    0.00     200/200         mod_rad_interface_init_radiation_ [525]
                0.00    0.00     200/200         mod_cu_interface_init_cumulus_ [526]
                0.00    0.00     200/200         mod_ipcc_scenario_load_scenario_ [527]
                0.00    0.00     600/800         mod_date_initfromintdt_ [528]
                0.00    0.00   20200/25347465     mod_zita_bzita_ [231]
                0.00    0.00     600/107200      mod_mppparam_real8_2d_exchange_ [373]
                0.00    0.00   20200/25367665     mod_zita_gzita_ [314]
                0.00    0.00    1600/1600        mod_timer_init_alarm_ [537]
                0.00    0.00     200/1305800     mod_date_initfromtypedt_ [363]
                0.00    0.00  499316/748974      mod_runparams_isocean_ [545]
                0.00    0.00   20200/20200       mod_zita_sigmazita_ [575]
                0.00    0.00   20200/20200       mod_zita_md_ak_ [574]
                0.00    0.00   11800/12800       mod_mppparam_bcast_real8_ [581]
                0.00    0.00   10200/11800       mod_mppparam_bcast_int4_ [583]
                0.00    0.00    5000/9000        mod_mppparam_bcast_logical_ [586]
                0.00    0.00    1400/5400        mod_mppparam_bcast_arr_character_ [592]
                0.00    0.00    1200/1200        mod_timer_init_syncro_ [621]
                0.00    0.00    1000/1000        mod_mppparam_bcast_rcm_time_and_date_ [624]
                0.00    0.00     400/800         mod_mppparam_bcast_arr_int4_ [631]
                0.00    0.00     400/82400       mod_date_initfromtypeit_ [557]
                0.00    0.00     400/22800       mod_memutil_assignp3d_d_ [573]
                0.00    0.00     200/200         mod_savefile_allocate_mod_savefile_ [731]
                0.00    0.00     200/200         mod_che_common_allocate_mod_che_common_ [656]
                0.00    0.00     200/200         mod_che_mppio_allocate_mod_che_mppio_ [658]
                0.00    0.00     200/200         mod_che_dust_allocate_mod_che_dust_ [657]
                0.00    0.00     200/200         mod_che_bionit_allocate_mod_che_bionit_ [655]
                0.00    0.00     200/200         mod_ipcc_scenario_set_scenario_ [688]
                0.00    0.00     200/200         mod_zita_model_zitaf_ [734]
                0.00    0.00     200/200         mod_bdycod_setup_bdycon_ [654]
                0.00    0.00     200/2600        mod_memutil_assignp2d_i_ [611]
-----------------------------------------------
                2.90    3.87   38600/38600       mod_clm_driver_clm_drv_ [18]
[121]    0.0    2.90    3.87   38600         mod_clm_slaketemperature_slaketemperature_ [121]
                3.17    0.00   38600/77200       mod_clm_tridiagonal_tridiagonal_cpu_ [124]
                0.60    0.00   77200/77200       mod_clm_slaketemperature_soilthermprop_lake_ [193]
                0.10    0.00   38600/38600       mod_clm_slaketemperature_phasechange_lake_ [277]
-----------------------------------------------
                0.00    0.00     400/733800      mod_ocn_common_initocn_ [302]
                6.65    0.00  733400/733800      mod_ocn_common_ocn_interf_ [108]
[122]    0.0    6.65    0.00  733800         mod_mppparam_cartesian_to_linear_real8_grid_subgrid_ [122]
-----------------------------------------------
                5.30    1.22   38600/38600       mod_clm_driver_clm_drv_ [18]
[123]    0.0    5.30    1.22   38600         mod_clm_balancecheck_beginwaterbalance_ [123]
                1.22    0.00   38600/772000      mod_clm_subgridave_p2c_1d_filter_ [90]
-----------------------------------------------
                3.17    0.00   38600/77200       mod_clm_soilhydrology_soilwater_ [55]
                3.17    0.00   38600/77200       mod_clm_slaketemperature_slaketemperature_ [121]
[124]    0.0    6.34    0.00   77200         mod_clm_tridiagonal_tridiagonal_cpu_ [124]
-----------------------------------------------
                                                 <spontaneous>
[125]    0.0    5.94    0.00                 mod_interp_interp1d_r4_ [125]
-----------------------------------------------
                5.78    0.13     600/600         mod_regcm_interface_rcm_run_ [3]
[126]    0.0    5.78    0.13     600         mod_bdycod_bdyin_ [126]
                0.09    0.00    3000/11525000     mod_mppparam_real8_3d_exchange_ [42]
                0.04    0.00     600/1000        mod_ncio_read_icbc_ [308]
                0.00    0.00     600/423600      mod_date_yeardayfrac_ [223]
                0.00    0.00     600/107200      mod_mppparam_real8_2d_exchange_ [373]
                0.00    0.00     600/1000        mod_ncio_icbc_search_ [530]
                0.00    0.00    1200/1305800     mod_date_initfromtypedt_ [363]
                0.00    0.00     600/546800      mod_date_add_interval_ [431]
-----------------------------------------------
                3.76    2.03     400/400         mod_rad_radiation_radclw_ [27]
[127]    0.0    3.76    2.03     400         mod_rad_radiation_radems_ [127]
                2.03    0.00 25465116/25465116     mod_rad_radiation_trcems_ [159]
-----------------------------------------------
                0.75    4.75   38600/38600       mod_clm_driver_clm_drv_ [18]
[128]    0.0    0.75    4.75   38600         mod_clm_slakehydrology_slakehydrology_ [128]
                4.18    0.00   38600/77200       mod_clm_snowhydrology_snowwater_ [116]
                0.25    0.00   77200/154400      mod_clm_snowhydrology_buildsnowfilter_ [201]
                0.19    0.00   38600/77200       mod_clm_snicar_snowage_grain_ [210]
